# test subtest run checkout repeat value unit host
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650587275 004 3748251375 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650629457 000 3615355000 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650629457 001 3610161625 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650629457 002 3639310250 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650629457 003 3602754625 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650629457 004 3647662625 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650672000 000 3617945875 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650672000 001 3637563500 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650672000 002 3685485250 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650672000 003 3587007375 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650672000 004 3622720750 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650585600 000 3702305250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650585600 001 3679656625 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650585600 002 3602196250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650585600 003 3783928125 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650585600 004 3649720250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650587275 000 3582758375 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650587275 001 3691984250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650587275 002 3600311875 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650587275 003 3775922500 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650587275 004 3671432250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650629457 000 3519846500 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650629457 001 3592241125 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650629457 002 3688628250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650629457 003 3559403500 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650629457 004 3480299750 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650672000 000 3697873250 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650672000 001 3494731750 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650672000 002 3514155875 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650672000 003 3466575750 bits/sec ot14
tcpbench_-S1000000_-t10_10.3.45.35 sender 1650885598 1650672000 004 3522658375 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649116800 000 3480000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649116800 001 3500000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649116800 002 3400000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649116800 003 3530000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649116800 004 3460000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649203200 000 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649203200 001 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649203200 002 3380000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649203200 003 3450000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649203200 004 3550000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649289600 000 3470000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649289600 001 3560000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1651283059 1649289600 002 3510000000 bits/sec ot14
